Purchase_ID,Purchase Date,Material Name,Category,Grade/Spec,Supplier,Unit,Quantity,Wholesale Rate,Discount,GST,Total Amount,Payment Mode,Invoice No,Remarks
PMT1856,01-15-2025,SUPREME SWR PVC PIPES TYPE A 75MM,Plumbing,Standard,Astral Plumbing Store,METER,630.85,5586.94,5%,28%,4285817.66,UPI,,late delivery
PMT1007,05/05/2023,Somany GVT Vitrified Floor Tiles 800x800mm,Tiles,Vitrified,Orientbell Depot,BOX,289.11,3844.81,0,18,1311656.16,cash,INV-2023-5915,
PMT1149,NA,jsw neosteel tmt bars fe 550d 25mm,Steel,,Kumar Steel Traders,kg,789.24,4769.37,0,12%,4215878.89,cash,INV-2025-4726,Bulk order discount applied
PMT1563,21-01-2023,TATA TISCON TMT BARS FE 500D 12MM,Steel,Fe 500D,Kumar Steel Traders,kg,NIL,7401.78,10,28%,30858672.18,Cash,INV-2025-8049,late delivery
PMT1105,08-03-2024,Asian Paints Royale Luxury Interior Emulsion,Paint,N/A,Berger Paints Store,,1879.09,Rs. 6214.09,10%,12%,null,,INV-2025-5423,Bulk order discount applied
PMT2175,21 Oct 2025,  Greenply BWR Commercial Plywood 12mm  ,Wood,Standard,Greenply Depot,sheet,194,9043.84,7.5%,12,1817667.14,NEFT,INV-2024-1706,Urgent site delivery
PMT1639,19/03/2024,Supreme CPVC Pipes SDR 13.5 20MM,Plumbing,Standard,Ashirvad Sales Corp,meter,867.2 meter,6310.08,5%,12,INR 5822315.86,Cheque,INV-2023-5025,Return pending
PMT1122,27 Oct 2023,Birla White WallCare Putty 1.5mm,Finishing,,JK Wall Solutions,bag,1173.92,Rs. 8376.52,15,18,9862864.45,,INV-2025-2275,Damaged packaging noted
PMT1315,2025-02-11,JK Lakshmi Cement OPC 43 Grade,Cement,,Ambuja Direct Depot,bag,3080.19,Rs. 887.53,15,5,,Cheque,INV-2024-1716,
PMT1276,10 Nov 2024,saint-gobain clear float glass 6mm,Glass,,AIS Glass Traders,sqft,4125,Rs. 8666.9,5%,28,43473170.4,Bank Transfer,INV-2023-2666,Site B allocation
PMT2034,08 Nov 2025,ASTRAL CPVC PIPES SDR 11 25MM,Plumbing,,Astral Plumbing Store,meter,4514,6353.16,7.5,18%,31302216.27,NEFT,INV-2023-1440,
PMT1316,25 Mar 2025,BILTECH AAC BLOCKS 200MM,Masonry,N/A,Bharat Bricks & Blocks,piece,2477.17,8944.43,15,5%,19775009.74,RTGS,INV-2023-4335,Damaged packaging noted
PMT2157,16/02/2025,  Tata Tiscon TMT Bars Fe 500D 10mm  ,Steel,,Kumar Steel Traders,kg,1124.47,4466.77,0,18%,5926843.66,UPI,INV-2025-8738,
PMT1896,12-10-2023,Shree Cement PPC Grade,Cement,,Balaji Building Supplies,bag,?,4155.0,12.5,18%,18554412.19,Cash,INV-2025-4984,
PMT1442,01 Apr 2024,PVC Slab Cover Blocks 20mm,Masonry,N/A,Bharat Bricks & Blocks,piece,2899.92 piece,"2,281.73",5,28%,8046070.71,RTGS,INV-2025-1838,Damaged packaging noted
PMT1552,2024-12-22,Asian Paints Royale Luxury Interior Emulsion,Paint,,Asian Paints Dealer,N/A,2216.26,8104.42,2,12%,INR 19714544.45,cash,INV-2023-1802,
PMT1318,07 Jun 2025,Ambuja Cement OPC 53 Grade,Cement,OPC 43,UltraTech Dealer Hub,bag,4762.61,6836.8,12.5,12,31909791.81,NEFT,INV-2025-5846,
PMT1630,2023-02-09,  Havells FR Electrical Wires 1.0 sq mm  ,Electrical,N/A,Havells Electric Store,meter,4441.42,Rs. 7936.21,2,28%,44215143.66,N.A.,INV-2023-9846,
PMT1826,07-03-2025,Supreme SWR PVC Pipes Type A 75mm,Plumbing,N/A,Astral Plumbing Store,METER,654,5909.28,10,12,3895586.47,N.A.,INV-2024-4325,Urgent site delivery
PMT2270,01-04-2023,Orientbell Ceramic Bathroom Tiles 300x600mm,Tiles,Vitrified,Orientbell Depot,box,2628,8685.11,10,18,24239586.16,RTGS,INV-2023-8994,Damaged packaging noted
PMT1656,2023-05-31,prince swr pvc pipes type b 110mm,Plumbing,N/A,Finolex Pipes Distributor,meter,3334,1765.16,10%,28,6779570.04,UPI,INV-2024-3528,late delivery
PMT1882,08/05/2025,biltech aac blocks 200mm,Masonry,N/A,AAC Block Traders,piece,70.64,9033.41,7.5%,28,755534.18,N.A.,INV-2024-1230,late delivery
PMT1727,2023-10-05,Plastering Sand (P-Sand) 2.36MM,Aggregate,N/A,GreenBuild Materials,ton,4345.68,"2,108.06",,12%,8208214.95,N.A.,INV-2025-3433,Urgent site delivery
PMT2089,05/01/2024,AIS Toughened Window Glass 8mm,Glass,Standard,AIS Glass Traders,null,4706,3718.45,15,5,15617880.44,Cash,INV-2024-3456,Approved by site engineer
PMT1591,06-24-2023,JSW NEOSTEEL TMT BARS FE 550D 20MM,Steel,Fe 500D,Kumar Steel Traders,kg,1477,8560.45,12.5%,18,13054707.65,UPI,INV-2025-3071,late delivery
PMT1960,12-09-2025,Schneider MCB B-Curve 32A,Electrical,,Legrand Authorised Dealer,null,139.79,4994.41,15%,12%,664656.48,RTGS,INV-2025-9599,
PMT2020,25/09/2024,JSW NEOSTEEL TMT BARS FE 550D 25MM,Steel,Fe 500,SRMB Steel Point,kg,3742.57,"1,152.43",20,18,4071519.15,UPI,INV-2024-4434,duplicate entry?
PMT2219,11 Nov 2024,Red Clay Bricks Class 7.5,,,Bharat Bricks & Blocks,piece,1551.53,"6,580.98",12.5%,5,9380977.63,Bank Transfer,INV-2024-2591,duplicate entry?
PMT1668,29-01-2025,Supreme SWR PVC Pipes Type A 75mm,Plumbing,,Ashirvad Sales Corp,meter,1333,"5,633.58",0%,18%,8861283.33,UPI,INV-2025-8659,Damaged packaging noted
PMT1332,23 Aug 2025,MANUFACTURED SAND (M-SAND) 4.75MM,Aggregate,Standard,Krishna Sand & Aggregates,ton,null,7249.21,0%,18%,38825117.39,,INV-2023-2562,
PMT1700,01-29-2023,ASIAN PAINTS APEX WEATHERCOAT EXTERIOR PAINT,Paint,Standard,Berger Paints Store,LITER,2571,6623.3,20%,5%,14303943.61,Bank Transfer,INV-2023-8960,duplicate entry?
PMT1749,22/08/2023,HAVELLS FR ELECTRICAL WIRES 1.0 SQ MM,,,Legrand Authorised Dealer,meter,3593,5337.77,0,,21480040.52,,INV-2023-2045,
PMT1751,30 Oct 2024,Ambuja Cement OPC 53 Grade,Cement,,Regional Cement Traders,null,4805.35,5162.99,5,18,27811980.85,N.A.,INV-2025-7862,Damaged packaging noted
PMT1107,22/03/2023,Tata Tiscon TMT Bars Fe 500D 8mm,Steel,Fe 500D,SRMB Steel Point,kg,3792,4166.72,7.5%,28%,18707439.45,,INV-2023-2852,Bulk order discount applied
PMT1529,10 Apr 2024,ACC Cement OPC 43 Grade,Cement,OPC 43,ambuja direct depot,bag,null,Rs. 9385.94,15,12,36181818.06,,INV-2025-4495,Site B allocation
PMT1260,21 Dec 2025,Saint-Gobain Clear Float Glass 6mm,Glass,Standard,Saint-Gobain Glass Depot,SQFT,3294,Rs. 2996.1,0,5%,10362611.07,Cheque,INV-2024-1001,duplicate entry?
PMT2396,02/01/2025,Siporex AAC Blocks 100mm,Masonry,Standard,AAC Block Traders,piece,1257.93 piece,3034.33,7.5,18%,4166227.93,,INV-2025-8298,late delivery
PMT1782,17 Apr 2023,Prince SWR PVC Pipes Type B 110mm,Plumbing,Standard,astral plumbing store,meter,113,N/A,15,28%,INR 99867.41,NEFT,INV-2024-6366,Damaged packaging noted
PMT2281,02-27-2023,JSW Neosteel TMT Bars Fe 550D 25mm,Steel,Fe 500,SRMB Steel Point,kg,485,5274.12,2,28,?,N.A.,INV-2023-7935,Approved by site engineer
PMT2135,08-12-2024,ambuja cement opc 53 grade,Cement,PPC,Balaji Building Supplies,bag,1357,"3,078.29",2%,18,4830559.79,RTGS,INV-2023-4053,
PMT2176,23 Oct 2024,BILTECH AAC BLOCKS 200MM,Masonry,Standard,NA,piece,3546.94,1759.63,7.5%,28,7389701.61,Cheque,INV-2023-5766,
PMT1375,2023-11-07,Tata Tiscon TMT Bars Fe 500D 10mm,Steel,Fe 550D,kumar steel traders,kg,1559,1199.34,7.5,5%,1816015.14,,INV-2023-8983,duplicate entry?
PMT1222,10 Jul 2025,Precision Heavy-Duty PVC Conduit Pipes 20mm,Electrical,N/A,Havells Electric Store,meter,2051,6995.13,20,18,13543578.98,,INV-2025-1866,Damaged packaging noted
PMT1359,2023-05-05,Tata Tiscon TMT Bars Fe 500D 12mm,Steel,Fe 500,SRMB Steel Point,kg,3908.16,1887.3,20%,5,6195731.11,,INV-2025-8475,Approved by site engineer
PMT1287,01-21-2023,Asian Paints Apex WeatherCoat Exterior Paint,,N/A,Asian Paints Dealer,liter,727.36,149.56,7.5%,28%,128800.21,Cheque,INV-2025-8361,Urgent site delivery
PMT1352,2024-08-15,Plastering Sand (P-Sand) 2.36mm,Aggregate,,GreenBuild Materials,ton,1763,6315.26,15,28%,12113578.08,Cheque,,
PMT1964,2023-07-14,Asian Paints Royale Luxury Interior Emulsion,,,Berger Paints Store,liter,3224.82,8639.02,0%,5%,?,,INV-2024-2951,Return pending
PMT1309,17 Jul 2024,Somany GVT Vitrified Floor Tiles 800x800mm,Tiles,Vitrified,Somany World Showroom,BOX,N/A,6248.46,0%,18%,1066973.28,NEFT,INV-2024-9602,Bulk order discount applied
PMT1213,03 Jun 2025,ULTRATECH CEMENT OPC 53 GRADE,Cement,PPC,regional cement traders,bag,2569.21,Rs. 590.78,5,28%,1845690.87,cash,INV-2023-3643,
PMT1536,09 May 2024,ACC Cement OPC 43 Grade,Cement,OPC,Ambuja Direct Depot,bag,3312.75,Rs. 2149.39,NA,18,8402062.23,RTGS,INV-2023-7408,
PMT1212,,Asian Paints Apex WeatherCoat Exterior Paint,Paint,N/A,Asian Paints Dealer,liter,138.94,Rs. 5123.46,10%,12,INR 717548.36,CHEQUE,INV-2025-4975,Approved by site engineer
PMT1401,07-05-2023,centuryply marine plywood is:710 19mm,Wood,Standard,CenturyPly Distributor,sheet,NIL,7331.6,0,18%,3498234.82,CHEQUE,INV-2024-9944,Damaged packaging noted
PMT1993,04 Jun 2024,Asian Paints Apex WeatherCoat Exterior Paint,Paint,N/A,Berger Paints Store,liter,449.79,Rs. 2034.24,2%,12,1004282.94,NEFT,INV-2024-6431,Bulk order discount applied
PMT1145,26 Oct 2024,Plastering Sand (P-Sand) 2.36mm,Aggregate,N/A,GreenBuild Materials,ton,481.34 ton,8758.95,0,5,INR -,N.A.,INV-2025-3450,Damaged packaging noted
PMT1040,12-09-2025,Havells FR Electrical Wires 1.0 sq mm,Electrical,,Polycab Distributor,meter,3396,3681.56,20,12,11202309.67,Cheque,INV-2025-2388,
PMT1054,11-04-2024,polycab fr electrical wires 2.5 sq mm,Electrical,Standard,Legrand Authorised Dealer,meter,1904.05,4198.25,15,5,7134357.54,CHEQUE,INV-2025-7173,
PMT1500,09-09-2023,CenturyDoors Solid Core Flush Doors 35mm,Wood,Standard,Greenlam Doors Store,piece,506.38,5178.37,12.5%,5,2409167.38,Cash,INV-2024-8421,
PMT1690,02 Apr 2025,POLYCAB FR ELECTRICAL WIRES 4.0 SQ MM,Electrical,N/A,legrand authorised dealer,meter,2276,5769.51,10,28,15127378.28,UPI,INV-2024-9372,Damaged packaging noted
PMT1764,30-01-2025,HAVELLS FR ELECTRICAL WIRES 1.5 SQ MM,Electrical,,Legrand Authorised Dealer,meter,3993.74,3765.63,12.5%,28%,16843620.81,N.A.,INV-2025-7803,Damaged packaging noted
PMT1632,12-07-2023,saint-gobain clear float glass 6mm,Glass,Standard,Saint-Gobain Glass Depot,sqft,3745.85 sqft,Rs. 2873.33,,5,10171094.71,Cheque,INV-2025-1761,Site B allocation
PMT1113,29/12/2025,Birla White WallCare Putty 1.5mm,Finishing,N/A,NA,bag,270,Rs. 1403.87,15%,5,338297.57,,INV-2025-7371,Return pending
PMT1905,26-08-2025,Precision Heavy-Duty PVC Conduit Pipes 20mm,Electrical,Standard,Legrand Authorised Dealer,meter,4463.01,"1,115.02",0,N/A,5225162.68,Cash,INV-2023-9612,duplicate entry?
PMT1975,01-31-2025,SHREE CEMENT PPC GRADE,Cement,,UltraTech Dealer Hub,bag,223.33 bag,2266.4,20%,12,453514.98,Bank Transfer,INV-2025-9721,Return pending
PMT1124,2024-06-12,TATA TISCON TMT BARS FE 500D 16MM,Steel,Fe 500D,Tata Steel Authorised Dealer,kg,4107.41,"2,095.67",0,12,9640709.02,NEFT,INV-2024-7315,Damaged packaging noted
PMT1942,11 Apr 2025,legrand mcb b-curve 16a,Electrical,N/A,Polycab Distributor,piece,4691.08,9397.83,20,28%,45144035.69,cash,INV-2024-3246,Approved by site engineer
PMT1061,22 Feb 2025,Supreme CPVC Pipes SDR 13.5 20mm,Plumbing,N/A,Finolex Pipes Distributor,meter,4373,1222.89,5%,28,6502800.73,RTGS,INV-2023-2848,Approved by site engineer
PMT1935,12-20-2024,Finolex UPVC Pipes Schedule 80 50mm,Plumbing,Standard,Ashirvad Sales Corp,meter,2817.33 meter,"2,116.98",10%,?,-,CHEQUE,,Urgent site delivery
PMT2230,04-08-2024,somany gvt vitrified floor tiles 800x800mm,Tiles,,Kajaria Tile Gallery,BOX,1851.31,"3,917.77",0%,18,8558548.0,Bank Transfer,INV-2025-4634,late delivery
PMT1703,05-04-2023,Tata Tiscon TMT Bars Fe 500D 8mm,Steel,Fe 550D,Kumar Steel Traders,kg,966.25,2051.21,10,12%,1997837.52,,INV-2024-8015,Return pending
PMT1720,02 Jan 2023,JSW Neosteel TMT Bars Fe 550D 25mm,Steel,,Tata Steel Authorised Dealer,kg,,4002.29,12.5,18%,3183408.26,N.A.,INV-2023-5896,
PMT1567,2024-10-07,Orientbell Ceramic Bathroom Tiles 300x600mm,Tiles,GVT,Somany World Showroom,box,395.82,4640.23,0%,28%,2350970.67,Cash,INV-2023-8441,
PMT1686,10-17-2024,Tata Tiscon TMT Bars Fe 500D 12mm,Steel,Fe 500D,Kumar Steel Traders,KG,1227.24,6868.59,12.5%,12%,INR 8260820.22,cash,INV-2023-4500,Site B allocation
PMT1437,27 May 2025,NEROLAC BEAUTY ACRYLIC INTERIOR PAINT,Paint,N/A,Nerolac Colour Shop,liter,15,7856.79,-,5,117557.22,Cheque,INV-2024-9034,Return pending
PMT1247,11 Jan 2024,Ashirvad UPVC Drainage Pipes Schedule 40 110mm,Plumbing,,Finolex Pipes Distributor,meter,3173,"8,853.24",5%,28%,34159057.91,,INV-2023-5454,Urgent site delivery
PMT1583,25-01-2024,greenply bwr commercial plywood 12mm,Wood,Standard,Greenlam Doors Store,sheet,3685,Rs. 8224.21,NA,5,29434910.2,,INV-2025-6830,Site B allocation
PMT1669,18 Jan 2024,Kajaria Double Charged Vitrified Tiles 600x600mm,Tiles,,Orientbell Depot,box,4835.21,7710.37,7.5%,18,40692493.25,N.A.,INV-2023-2978,Site B allocation
PMT2014,11-09-2024,CenturyDoors Solid Core Flush Doors 35MM,Wood,N/A,Greenlam Doors Store,piece,1959,"2,249.08",5%,18,,,INV-2023-6818,
PMT1850,16-07-2024,PRINCE SWR PVC PIPES TYPE B 110MM,Plumbing,N/A,Finolex Pipes Distributor,meter,2519.13,7251.37,0%,28,23381943.95,NEFT,INV-2023-8368,
PMT1650,09-02-2023,Natural Granite Slabs 18mm,Stone,N/A,Marble Palace Traders,sqft,2996,9464.28,15,18,NA,,INV-2025-2234,Urgent site delivery
PMT1214,11-25-2024,Coarse Aggregate 20mm Blue Metal,Aggregate,Standard,Krishna Sand & Aggregates,ton,3558.37,7600.68,0,12%,30291555.49,CHEQUE,INV-2024-4845,
PMT2064,2024.04.28,AMBUJA CEMENT OPC 53 GRADE,Cement,OPC 53,Ambuja Direct Depot,BAG,143.3,Rs. 390.04,0%,18,65953.42,Cash,INV-2025-7436,
PMT2057,15/04/2024,Prince SWR PVC Pipes Type B 110mm,Plumbing,Standard,Ashirvad Sales Corp,meter,4344.79,4462.67,2%,12,21281765.91,,INV-2023-3620,Urgent site delivery
PMT1209,27.03.2025,red clay bricks class 7.5,,,Siporex Depot,piece,3764.03,"2,956.31",7.5,28%,13175125.2,UPI,INV-2025-4053,Urgent site delivery
PMT1496,06/10/2023,ASIAN PAINTS ROYALE LUXURY INTERIOR EMULSION,Paint,Standard,Berger Paints Store,liter,3116.76 liter,5100.37,5,18%,-,,INV-2025-3303,late delivery
PMT1481,2025-09-05,  Finolex UPVC Pipes Schedule 80 50mm  ,Plumbing,Standard,astral plumbing store,meter,1378.13,4709.11,20,28,6645520.14,,INV-2023-9092,
PMT1947,2025-10-08,LEGRAND MCB B-CURVE 16A,Electrical,N/A,Havells Electric Store,piece,1638,Rs. 254.42,2,28%,522758.61,cash,INV-2024-1725,duplicate entry?
PMT1256,24 Jan 2024,UltraTech Cement OPC 53 Grade,Cement,OPC 43,Regional Cement Traders,BAG,635.91,3011.56,12.5%,5,1759480.78,,INV-2024-4534,
PMT1767,09-04-2024,natural italian marble slabs 20mm,Stone,Standard,Natural Stone Exporters,sqft,4774.96,3650.62,5%,12,18547184.6,Cheque,INV-2024-8861,
PMT1597,06/06/2024,Shree Cement PPC Grade,Cement,PPC,Balaji Building Supplies,bag,3119.14,8287.74,0,5%,null,Cash,INV-2024-3338,Approved by site engineer
PMT2060,10-08-2025,ORIENTBELL CERAMIC BATHROOM TILES 300X600MM,Tiles,GVT,somany world showroom,BOX,2667 box,"9,417.14",2%,5%,25843862.24,Cash,INV-2023-7138,Bulk order discount applied
PMT1897,NA,Coarse Aggregate 20mm Blue Metal,Aggregate,,GreenBuild Materials,ton,1333.47,3508.16,0,28%,N/A,UPI,INV-2025-6840,Damaged packaging noted
PMT1855,13/11/2023,Tata Wiron Annealed Binding Wire 18 Gauge,Steel,,JSW Steel Distributor,kg,3732.51,2325.56,10,18,9218346.86,NEFT,INV-2023-8890,
PMT2204,18-05-2023,JSW Neosteel TMT Bars Fe 550D 25mm,Steel,,SRMB Steel Point,kg,3730.67,7424.12,0,18,32682391.28,Cash,INV-2025-6071,Return pending
PMT1590,08 Sep 2025,Ashirvad UPVC Drainage Pipes Schedule 40 110mm,Plumbing,Standard,Ashirvad Sales Corp,meter,331.2,8443.93,7.5%,5,2716226.51,CHEQUE,INV-2023-1277,
PMT1949,21/02/2025,Biltech AAC Blocks 200MM,Masonry,N/A,Siporex Depot,piece,2977.82,2168.87,12.5%,,7233525.0,RTGS,INV-2023-5824,
PMT1912,16/08/2023,UltraTech Cemnt OPC 53 Grade,Cement,OPC 53,Balaji Building Supplies,bag,1561,982.26,10%,12%,1545574.32,,INV-2024-7210,Bulk order discount applied
PMT1605,02.08.2025,Polycab FR Electrical Wires 2.5 sq mm,Electrical,,Polycab Distributor,meter,476.4,Rs. 6846.1,7.5,,3559907.65,UPI,INV-2025-2489,duplicate entry?
PMT1451,2023-10-26,Manufactured Sand (M-Sand) 4.75mm,Aggregate,N/A,GreenBuild Materials,ton,2452.12,7426.51,2%,12%,19988057.41,N.A.,INV-2023-8445,Damaged packaging noted
PMT1902,19 Jun 2023,Natural Granite Slabs 18MM,Stone,,Marble Palace Traders,sqft,3123.21,1375.26,15,5%,3833489.01,Cheque,INV-2023-5904,
PMT2003,20-11-2023,natural granite slabs 18mm,Stone,,Marble Palace Traders,sqft,2207,Rs. 8729.01,20,28,19727283.27,CHEQUE,INV-2024-3196,
PMT1345,25 Aug 2025,Finolex UPVC Pipes Schedule 80 50mm,Plumbing,N/A,Astral Plumbing Store,meter,4676.64,5676.97,20%,12,23788033.9,,INV-2025-7523,Damaged packaging noted
PMT2077,15 May 2024,centurydoors solid core flush doors 35mm,Wood,N/A,Greenlam Doors Store,piece,3615.07,2134.98,7.5,18%,8424308.5,N.A.,INV-2024-7869,
PMT2278,01-04-2025,CENTURYDOORS SOLID CORE FLUSH DOORS 35MM,Wood,,Greenlam Doors Store,piece,2578.44,5117.28,12.5,12,12930707.45,CHEQUE,INV-2023-1489,
PMT1833,12 Apr 2024,Asian Paints Apex WeatherCoat Exterior Paint,Paint,,Asian Paints Dealer,null,4845.18,7431.23,5,5,35915632.85,Bank Transfer,INV-2024-4020,Return pending
PMT1155,19 Apr 2025,  Birla White WallCare Putty 1.5mm  ,Finishing,N/A,Birla Putty Depot,BAG,3145.03,Rs. 1393.88,null,12%,4541611.02,,INV-2025-3906,late delivery
PMT2073,16 Jun 2023,Asian Paints Royale Luxury Interior Emulsion,,,Asian Paints Dealer,liter,829.46,"9,138.85",15%,null,7603051.45,,INV-2025-8416,Bulk order discount applied
PMT2102,06-13-2023,Astral CPVC Pipes SDR 11 25mm,Plumbing,N/A,Astral Plumbing Store,meter,2077.73,1310.61,15,12%,2592385.22,UPI,INV-2024-5420,late delivery
PMT1244,29-01-2024,UltraTech Cement OPC 53 Grade,Cement,PPC,Ambuja Direct Depot,bag,2564.94,3762.18,7.5%,18%,10532719.56,RTGS,INV-2025-7045,Approved by site engineer
PMT1239,2023-03-07,SOMANY GVT VITRIFIED FLOOR TILES 800X800MM,Tiles,Ceramic,Somany World Showroom,box,4569.19,3680.32,5%,12%,17892310.55,Bank Transfer,INV-2024-5650,
PMT1939,2024-03-29,greenply bwr commercial plywood 12mm,,,Greenlam Doors Store,sheet,2479.13,2713.38,15,5,6003688.42,,INV-2024-9971,Site B allocation
PMT1813,07/12/2023,JSW NEOSTEEL TMT BARS FE 550D 20MM,Steel,,Tata Steel Authorised Dealer,kg,3949.64,2918.68,5,18,12922591.24,RTGS,INV-2023-2792,
PMT2103,2023-01-27,jsw neosteel tmt bars fe 550d 25mm,Steel,Fe 500,SRMB Steel Point,kg,4360,"3,255.11",5,18,15909545.43,CHEQUE,INV-2024-3911,Return pending
PMT1633,05.02.2024,Tata Wiron Annealed Binding Wire 18 Gauge,Steel,,Tata Steel Authorised Dealer,kg,788.6,Rs. 652.73,7.5%,5,499944.02,,INV-2023-4703,duplicate entry?
PMT1586,16-12-2023,  Nitco Glazed Ceramic Wall Tiles 300x450mm  ,Tiles,,?,box,413,"8,189.67",0,5,3551450.4,Cheque,INV-2025-8590,Return pending
PMT1106,30/08/2023,Tata Tiscon TMT Bars Fe 500D 8mm,Steel,Fe 500,JSW Steel Distributor,kg,4158.34,8649.73,0,28%,46039703.36,Bank Transfer,INV-2024-4787,Return pending
PMT1876,2024-11-27,Prince SWR PVC Pipes Type B 110mm,Plumbing,,Astral Plumbing Store,meter,3826.07,4364.83,0%,18,19706171.24,RTGS,INV-2024-8983,late delivery
PMT1798,06-09-2024,CenturyPly Marine Plywood IS:710 19mm,Wood,Standard,Greenply Depot,sheet,4753.94,7687.22,12.5%,18,37732281.58,Cash,INV-2025-6429,
PMT2341,2025-02-28,Concrete Column Cover Blocks 40mm,Masonry,,Siporex Depot,piece,533,4196.69,20%,5,1878942.05,Bank Transfer,INV-2025-8540,Urgent site delivery
PMT1419,01-24-2025,Finolex PVC Conduit Pipes 25mm,Electrical,Standard,Polycab Distributor,meter,339,,20%,18,743096.35,,INV-2024-2898,Damaged packaging noted
PMT2244,2025-12-20,JSW Neosteel TMT Bars Fe 550D 20mm,Steel,Fe 500D,Tata Steel Authorised Dealer,kg,3644,4710.15,2%,12,18838972.17,CHEQUE,INV-2025-5626,Return pending
PMT1904,02-15-2023,AIS Toughened Window Glass 8mm,Glass,,Saint-Gobain Glass Depot,sqft,1811.68,6724.71,5%,12,12962736.06,,INV-2023-2865,Damaged packaging noted
PMT1473,2023-10-26,  CenturyDoors Solid Core Flush Doors 35mm  ,Wood,,Greenply Depot,piece,1263,2962.39,0,12%,4190478.4,cash,INV-2023-1903,duplicate entry?
PMT2274,04-03-2025,centuryply marine plywood is:710 19mm,,,greenply depot,sheet,718.41 sheet,5434.81,2,18%,4515073.43,cash,INV-2025-4071,Urgent site delivery
PMT1565,03-22-2025,JK WallMaxX Wall Putty,Finishing,N/A,JK Wall Solutions,bag,2847,865.53,0%,5%,NA,UPI,INV-2023-3676,late delivery
PMT1348,2024-07-01,SAINT-GOBAIN CLEAR FLOAT GLASS 6MM,Glass,,AIS Glass Traders,sqft,2980.92 sqft,912.02,5%,12,2892652.81,,INV-2024-1665,
PMT1523,09.10.2024,PVC Slab Cover Blocks 20MM,Masonry,N/A,Bharat Bricks & Blocks,piece,4580,3611.61,0%,28%,NIL,UPI,INV-2024-2417,Damaged packaging noted
PMT2233,08/08/2025,ACC Cement OPC 43 Grade,Cement,OPC,Balaji Building Supplies,bag,2519.81,"7,362.36",-,12%,20777958.15,Bank Transfer,INV-2025-7490,late delivery
PMT2042,24 Oct 2025,legrand mcb b-curve 16a,Electrical,N/A,Havells Electric Store,piece,4776.43,7991.62,15%,28,41530497.91,Cash,INV-2025-3009,late delivery
PMT1533,2025-01-29,Finolex UPVC Pipes Schedule 80 50mm,,N/A,Finolex Pipes Distributor,meter,889,7545.01,0,5%,7042889.58,Cheque,INV-2024-5253,Site B allocation
PMT1625,25 Feb 2023,  Dalmia Cement PPC Grade  ,Cement,PPC,Balaji Building Supplies,bag,1321.55,Rs. 595.5,15%,28%,856237.53,CHEQUE,INV-2025-3966,late delivery
PMT1319,05.28.2024,supreme cpvc pipes sdr 13.5 20mm,Plumbing,Standard,Ashirvad Sales Corp,meter,898.03,"8,023.43",5,5%,7187267.64,CHEQUE,INV-2023-4726,late delivery
PMT1447,N/A,SUPREME CPVC PIPES SDR 13.5 20MM,Plumbing,N/A,Finolex Pipes Distributor,meter,691.44,"7,299.47",20,18%,4764505.39,Bank Transfer,INV-2025-9993,duplicate entry?
PMT1100,2024-04-06,Plastering Sand (P-Sand) 2.36mm,Aggregate,N/A,Local Quarry Suppliers,ton,3412.59,5785.14,5%,18%,22131130.53,,,Site B allocation
PMT1571,2025-02-22,JK WallMaxX Wall Putty,Finishing,N/A,Birla Putty Depot,bag,1015,7988.26,NA,5,8513488.1,UPI,INV-2023-6131,
PMT1628,25/11/2024,Havells FR Electrical Wires 1.5 sq mm,Electrical,,Havells Electric Store,meter,1209.99,Rs. 7124.76,0%,28%,11034737.09,,INV-2024-7978,Urgent site delivery
PMT1528,30-04-2023,greenlam interior flush doors 30mm is:2202,Wood,,Greenlam Doors Store,piece,3586,8781.0,0,5%,33063099.3,CHEQUE,INV-2023-2411,Urgent site delivery
PMT2082,02-23-2024,JK LAKSHMI CEMENT OPC 43 GRADE,Cement,OPC 53,UltraTech Dealer Hub,BAG,680.79,Rs. 7083.29,,NA,4995833.39,cash,INV-2024-5611,
PMT2019,13/11/2023,havells fr electrical wires 1.5 sq mm,Electrical,Standard,Polycab Distributor,meter,3970.77,"6,386.59",0,,26627663.97,cash,INV-2025-4340,Site B allocation
PMT1138,10/05/2025,polycab fr electrical wires 4.0 sq mm,Electrical,Standard,Polycab Distributor,meter,1654.59,Rs. 4474.34,0%,12%,8291582.01,NEFT,INV-2024-2539,
PMT1227,05 Mar 2023,Natural Italian Marble Slabs 20mm,Stone,N/A,Marble Palace Traders,sqft,null,103.81,7.5%,18,100850.33,Cash,INV-2024-9074,late delivery
PMT1941,11.11.2024,FINOLEX UPVC PIPES SCHEDULE 80 50MM,Plumbing,Standard,Ashirvad Sales Corp,meter,1994.88,Rs. 5435.66,5%,5%,10816380.7,CHEQUE,INV-2024-3935,
PMT1731,13/01/2023,Gyproc by Saint-Gobain Gypsum Boards 12.5mm,,N/A,JK Wall Solutions,BOARD,585.51,Rs. 5809.99,0,12,3810024.11,Bank Transfer,INV-2025-7466,
PMT1047,24-11-2023,CenturyDoors Solid Core Flush Doors 35mm,Wood,,greenply depot,piece,3893.68,9014.59,15%,18%,35205228.58,cash,INV-2025-2929,
